SurveyID,ProjectID,LocationName,Date,Collectors,Longitude,Latitude,SurveyTypeID,Plot.Name,SpeciesVarietalCode,SpeciesVarietalName,Measurement,CanopyID,Woody_DBH_cm,Woody_Height_m,ProjCode,Genus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,14,,14.7,4.7,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,15,,6,1,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,ACNE,Acer negundo,16,,14.3,7.7,COSRP,Acer
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,ACNE,Acer negundo,17,,10.9,5.2,COSRP,Acer
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,18,,14.7,8.9,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,19,,14.3,7.9,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,20,,13.2,7.3,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,21,,15.6,8.3,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,22,,16,8.7,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,23,,11.2,8.8,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,24,,9,5.1,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,25,,10.4,7.4,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,26,,9.8,5.3,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,27,,6,2.7,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,28,,13.7,4,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,29,,8.6,6,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,JUHI,Juglans hindsii,30,,5.8,3.7,COSRP,Juglans
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,31,,27.8,8.3,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,32,,13.3,8.2,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,33,,7.2,5.4,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,34,,7.3,0.9,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,35,,8.5,6.9,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,36,,24.2,8.4,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,37,,19,8.3,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,38,,23,7.8,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,39,,21.8,7.9,COSRP,Quercus
34,Cosumnes River Preserve,Castello Tract,7/26/2012,"Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,Plant,CRP17,QULO,Quercus lobata,40,,23.7,7.4,COSRP,Quercus
35,Cosumnes River Preserve,Castello Tract,7/26/2012,"John, Paul, Liz, Erik, Melissa",-121.34,38.36,Plant,CRP24,QULO,Quercus lobata,1,,24.4,12.13,COSRP,Quercus
35,Cosumnes River Preserve,Castello Tract,7/26/2012,"John, Paul, Liz, Erik, Melissa",-121.34,38.36,Plant,CRP24,QULO,Quercus lobata,2,,23.7,9.5,COSRP,Quercus
35,Cosumnes River Preserve,Castello Tract,7/26/2012,"John, Paul, Liz, Erik, Melissa",-121.34,38.36,Plant,CRP24,QULO,Quercus lobata,3,,33.3,10.3,COSRP,Quercus
35,Cosumnes River Preserve,Castello Tract,7/26/2012,"John, Paul, Liz, Erik, Melissa",-121.34,38.36,Plant,CRP24,JUHI,Juglans hindsii,4,,17.7,9.8,COSRP,Juglans
35,Cosumnes River Preserve,Castello Tract,7/26/2012,"John, Paul, Liz, Erik, Melissa",-121.34,38.36,Plant,CRP24,QULO,Quercus lobata,5,,156.9,23,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,1,,7.6,5.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,2,,7,5.9,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,3,,15.9,7.1,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,4,,12.2,5.4,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,5,,6.3,2.9,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,6,,16.4,8.1,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,7,,19.5,8.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,8,,16.5,10.9,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,9,,11.6,5.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,10,,17.5,9.5,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,11,,16.2,7.3,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,12,,10.5,7.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,13,,14.3,7.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,14,,12.8,7.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,15,,6.8,2.4,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,16,,10.5,3.5,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,17,,22.4,9.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,18,,6,3.4,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,19,,17.8,8,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,20,,8.5,4.1,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,21,,16.6,7.1,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,22,,5.7,3.1,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,23,,5.4,2.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,24,,10.2,7.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,25,,17.5,8.5,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,26,,14.2,7.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,27,,14.7,4.9,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,28,,10.8,7.2,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,29,,10.2,5.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,30,,5.3,5.7,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,31,,10,5.4,COSRP,Quercus
36,Cosumnes River Preserve,Maccormik-Williamson,7/27/2012,"Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,Plant,CRP20,QULO,Quercus lobata,32,,5.5,5.4,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,1,,14.2,8.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,2,,14.3,8.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,3,,19.6,8.1,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,4,,27,9.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,5,,14.6,8.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,6,,26.1,11.7,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,7,,30.2,12.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,8,,18.4,8.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,9,,15.9,8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,10,,16.5,8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,11,,14.6,7.9,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,12,,13,7.9,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,13,,18.2,12.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,14,,18.8,11.1,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,15,,17.4,10.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,16,,27.7,8.9,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,17,,13.8,7.4,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,18,,21.2,9,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,19,,7.8,6.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,20,,18.7,8.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,21,,18.9,8.1,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,22,,22,10.5,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,23,,8,7.7,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,24,,13.5,8.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,25,,9.9,3.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,26,,20,10.5,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,27,,15.7,10.6,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,28,,19.8,9.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,29,,15.4,8.2,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,30,,16.5,7.8,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,31,,22.4,12.5,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,32,,22.7,6.7,COSRP,Quercus
37,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,Plant,CRP21,QULO,Quercus lobata,33,,8.1,4.4,COSRP,Quercus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,1,,28.7,20,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,2,,29.9,20,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,3,,37,20,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,4,,47,20,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,5,,38.8,25,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,6,,51.2,20,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,7,,21.2,13.5,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,8,,8.9,11,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,9,,12.9,17,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,10,,9.1,8,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,POFR,Populus fremontii,11,,23.3,17,COSRP,Populus
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,12,,13.5,9.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,15,,10.1,7.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,16,,26,20.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,17,,20,13,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,18,,16.2,13,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,19,,14,14,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,20,,16.7,14,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,21,,18,12,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,22,,12.3,8,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,23,,6.8,4.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,24,,5.8,3.2,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,25,,6.5,6.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,26,,11.6,10.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,27,,8,8.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,28,,5.2,5.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,29,,20,18,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,30,,17.9,17,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,31,,15.4,14.5,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,32,,19,14,COSRP,Salix
38,Cosumnes River Preserve,CRP Visitors Center,7/27/2012,"Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,Plant,CRP22,SAGO,Salix gooddingii,33,,23.1,16,COSRP,Salix
