"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"610",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","QULO","Quercus lobata",20,"",5.3,3.5,"CORP","Quercus"
"611",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","QULO","Quercus lobata",21,"",21.6,16.4,"CORP","Quercus"
"612",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","QULO","Quercus lobata",22,"",19.1,6.5,"CORP","Quercus"
"613",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","QULO","Quercus lobata",23,"",5.4,4.3,"CORP","Quercus"
"614",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",24,"",56,27.7,"CORP","Populus"
"615",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",25,"",17.9,12.5,"CORP","Populus"
"616",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",26,"",43.3,22.3,"CORP","Populus"
"618",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",2,"",28,16,"CORP","Populus"
"619",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",3,"",36.7,23,"CORP","Populus"
"620",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",4,"",48.5,19,"CORP","Populus"
"621",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",5,"",26.7,18.5,"CORP","Populus"
"622",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",6,"",229.5,19,"CORP","Populus"
"623",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",7,"",22.5,19,"CORP","Populus"
"624",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",8,"",28.5,19,"CORP","Populus"
"625",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",9,"",20,19,"CORP","Populus"
"626",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",10,"",33.3,22,"CORP","Populus"
"627",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",11,"",17,12,"CORP","Populus"
"628",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",12,"",7.5,5,"CORP","Salix"
"629",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",13,"",15,9,"CORP","Salix"
"630",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",14,"",8,5.5,"CORP","Salix"
"631",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",15,"",9,6,"CORP","Salix"
"632",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",16,"",41.3,22,"CORP","Populus"
"633",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",17,"",13.3,7,"CORP","Populus"
"634",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",18,"",7.8,2,"CORP","Populus"
"635",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",19,"",15.5,13,"CORP","Populus"
"636",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",20,"",14.1,10.5,"CORP","Salix"
"637",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",21,"",8.4,8.5,"CORP","Salix"
"638",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",22,"",15.8,10.5,"CORP","Salix"
"639",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",23,"",14.3,10,"CORP","Salix"
"640",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","SAGO","Salix gooddingii",24,"",21.5,15,"CORP","Salix"
"641",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",25,"",34.4,15,"CORP","Populus"
"642",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",26,"",17.1,11,"CORP","Populus"
"643",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",27,"",23,12,"CORP","Populus"
"644",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",28,"",23,12,"CORP","Populus"
"645",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",29,"",19.4,9,"CORP","Populus"
"649",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",4,"",15.9,4.64,"CORP","Quercus"
"650",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",5,"",50,17.4,"CORP","Quercus"
"651",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",6,"",25.5,4.8,"CORP","Quercus"
"653",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",8,"",13.1,7.7,"CORP","Quercus"
"654",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",9,"",24.6,15.2,"CORP","Quercus"
"655",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",10,"",19.1,6.6,"CORP","Quercus"
"662",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",17,"",19.4,8.2,"CORP","Quercus"
"663",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",18,"",55.9,28.8,"CORP","Quercus"
"664",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",19,"",60.6,28,"CORP","Quercus"
"665",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","CRP13","QULO","Quercus lobata",20,"",39.1,17.2,"CORP","Quercus"
"666",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","","POFR","Populus fremontii",1,"",28.7,20,"CORP","Populus"
"667",33,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Silvestre, Loli, Jasmine, Hiyawen, Jackie, Mehrey",-121.38,38.31,"Plant","CRP14","QULO","Quercus lobata",1,"",110.6,12.6,"CORP","Quercus"
"668",33,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Silvestre, Loli, Jasmine, Hiyawen, Jackie, Mehrey",-121.38,38.31,"Plant","CRP14","FRLA","Fraxinus latifolia",2,"",13.1,5.6,"CORP","Fraxinus"
"669",33,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Silvestre, Loli, Jasmine, Hiyawen, Jackie, Mehrey",-121.38,38.31,"Plant","CRP14","QULO","Quercus lobata",3,"",59.8,15.5,"CORP","Quercus"
"670",33,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Silvestre, Loli, Jasmine, Hiyawen, Jackie, Mehrey",-121.38,38.31,"Plant","CRP14","QULO","Quercus lobata",4,"",72,22.4,"CORP","Quercus"
"671",33,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Silvestre, Loli, Jasmine, Hiyawen, Jackie, Mehrey",-121.38,38.31,"Plant","CRP14","QULO","Quercus lobata",5,"",50,9.7,"CORP","Quercus"
"673",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",1,"",68.5,21.3,"CORP","Quercus"
"688",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","ACNE","Acer negundo",16,"",14.3,7.7,"CORP","Acer"
"689",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","ACNE","Acer negundo",17,"",10.9,5.2,"CORP","Acer"
"700",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",28,"",13.7,4,"CORP","Quercus"
"703",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",31,"",27.8,8.3,"CORP","Quercus"
"704",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",32,"",13.3,8.2,"CORP","Quercus"
"705",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",33,"",7.2,5.4,"CORP","Quercus"
"706",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",34,"",7.3,0.9,"CORP","Quercus"
"707",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",35,"",8.5,6.9,"CORP","Quercus"
"708",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",36,"",24.2,8.4,"CORP","Quercus"
"709",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",37,"",19,8.3,"CORP","Quercus"
"710",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",38,"",23,7.8,"CORP","Quercus"
"711",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",39,"",21.8,7.9,"CORP","Quercus"
"712",34,"Cosumnes River Preserve","Castello Tract","7/26/2012","Hiyawen, Jackie, Mehrey, Jasmine, Silvestre, Loli",-121.34,38.36,"Plant","CRP17","QULO","Quercus lobata",40,"",23.7,7.4,"CORP","Quercus"
"713",35,"Cosumnes River Preserve","Castello Tract","7/26/2012","John, Paul, Liz, Erik, Melissa",-121.34,38.36,"Plant","CRP24","QULO","Quercus lobata",1,"",24.4,12.13,"CORP","Quercus"
"714",35,"Cosumnes River Preserve","Castello Tract","7/26/2012","John, Paul, Liz, Erik, Melissa",-121.34,38.36,"Plant","CRP24","QULO","Quercus lobata",2,"",23.7,9.5,"CORP","Quercus"
"715",35,"Cosumnes River Preserve","Castello Tract","7/26/2012","John, Paul, Liz, Erik, Melissa",-121.34,38.36,"Plant","CRP24","QULO","Quercus lobata",3,"",33.3,10.3,"CORP","Quercus"
"717",35,"Cosumnes River Preserve","Castello Tract","7/26/2012","John, Paul, Liz, Erik, Melissa",-121.34,38.36,"Plant","CRP24","QULO","Quercus lobata",5,"",156.9,23,"CORP","Quercus"
"719",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",1,"",7.6,5.7,"CORP","Quercus"
"720",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",2,"",7,5.9,"CORP","Quercus"
"721",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",3,"",15.9,7.1,"CORP","Quercus"
"722",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",4,"",12.2,5.4,"CORP","Quercus"
"723",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",5,"",6.3,2.9,"CORP","Quercus"
"724",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",6,"",16.4,8.1,"CORP","Quercus"
"725",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",7,"",19.5,8.7,"CORP","Quercus"
"726",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",8,"",16.5,10.9,"CORP","Quercus"
"727",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",9,"",11.6,5.7,"CORP","Quercus"
"728",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",10,"",17.5,9.5,"CORP","Quercus"
"729",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",11,"",16.2,7.3,"CORP","Quercus"
"730",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",12,"",10.5,7.7,"CORP","Quercus"
"731",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",13,"",14.3,7.7,"CORP","Quercus"
"732",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",14,"",12.8,7.2,"CORP","Quercus"
"733",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",15,"",6.8,2.4,"CORP","Quercus"
"734",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",16,"",10.5,3.5,"CORP","Quercus"
"735",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",17,"",22.4,9.2,"CORP","Quercus"
"736",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",18,"",6,3.4,"CORP","Quercus"
"737",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",19,"",17.8,8,"CORP","Quercus"
"738",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",20,"",8.5,4.1,"CORP","Quercus"
"739",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",21,"",16.6,7.1,"CORP","Quercus"
"740",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",22,"",5.7,3.1,"CORP","Quercus"
"741",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",23,"",5.4,2.2,"CORP","Quercus"
"742",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",24,"",10.2,7.2,"CORP","Quercus"
"743",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",25,"",17.5,8.5,"CORP","Quercus"
"744",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",26,"",14.2,7.2,"CORP","Quercus"
"745",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",27,"",14.7,4.9,"CORP","Quercus"
"746",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",28,"",10.8,7.2,"CORP","Quercus"
"747",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",29,"",10.2,5.7,"CORP","Quercus"
"748",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",30,"",5.3,5.7,"CORP","Quercus"
"749",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",31,"",10,5.4,"CORP","Quercus"
"750",36,"Cosumnes River Preserve","Maccormik-Williamson","7/27/2012","Mehrey, Erik, Paul, Melissa, Liz",-121.46,38.26,"Plant","CRP20","QULO","Quercus lobata",32,"",5.5,5.4,"CORP","Quercus"
"751",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",1,"",14.2,8.8,"CORP","Quercus"
"752",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",2,"",14.3,8.8,"CORP","Quercus"
"753",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",3,"",19.6,8.1,"CORP","Quercus"
"754",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",4,"",27,9.2,"CORP","Quercus"
"755",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",5,"",14.6,8.2,"CORP","Quercus"
"756",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",6,"",26.1,11.7,"CORP","Quercus"
"757",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",7,"",30.2,12.8,"CORP","Quercus"
"758",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",8,"",18.4,8.8,"CORP","Quercus"
"759",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",9,"",15.9,8,"CORP","Quercus"
"760",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",10,"",16.5,8,"CORP","Quercus"
"761",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",11,"",14.6,7.9,"CORP","Quercus"
"762",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",12,"",13,7.9,"CORP","Quercus"
"763",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",13,"",18.2,12.2,"CORP","Quercus"
"764",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",14,"",18.8,11.1,"CORP","Quercus"
"765",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",15,"",17.4,10.8,"CORP","Quercus"
"766",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",16,"",27.7,8.9,"CORP","Quercus"
"767",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",17,"",13.8,7.4,"CORP","Quercus"
"768",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",18,"",21.2,9,"CORP","Quercus"
"769",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",19,"",7.8,6.8,"CORP","Quercus"
"770",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",20,"",18.7,8.2,"CORP","Quercus"
"771",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",21,"",18.9,8.1,"CORP","Quercus"
"772",37,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Silvestre, Jackie, Liz, Mariloli, May",-121.43,38.26,"Plant","CRP21","QULO","Quercus lobata",22,"",22,10.5,"CORP","Quercus"
