# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-31 22:34:44 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11335000 COSUMNES R A MICHIGAN BAR CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11335000
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	11335000	1917-06-25	286	A
USGS	11335000	1917-06-26	250	A
USGS	11335000	1917-06-27	250	A
USGS	11335000	1917-06-28	218	A
USGS	11335000	1917-06-29	210	A
USGS	11335000	1917-06-30	210	A
USGS	11335000	1917-07-01	203	A
USGS	11335000	1917-07-02	175	A
USGS	11335000	1917-07-03	160	A
USGS	11335000	1917-07-04	120	A
USGS	11335000	1917-07-05	120	A
USGS	11335000	1917-07-06	120	A
USGS	11335000	1917-07-07	120	A
USGS	11335000	1917-07-08	116	A
USGS	11335000	1917-07-09	98	A
USGS	11335000	1917-07-10	98	A
USGS	11335000	1917-07-11	89	A
USGS	11335000	1917-07-12	80	A
USGS	11335000	1917-07-13	80	A
USGS	11335000	1917-07-14	80	A
USGS	11335000	1917-07-15	67	A
USGS	11335000	1917-07-16	64	A
USGS	11335000	1917-07-17	64	A
USGS	11335000	1917-07-18	58	A
USGS	11335000	1917-07-19	51	A
USGS	11335000	1917-07-20	49	A
USGS	11335000	1917-07-21	39	A
USGS	11335000	1917-07-22	39	A
USGS	11335000	1917-07-23	39	A
USGS	11335000	1917-07-24	39	A
USGS	11335000	1917-07-25	39	A
USGS	11335000	1917-07-26	34	A
USGS	11335000	1917-07-27	34	A
USGS	11335000	1917-07-28	34	A
USGS	11335000	1917-07-29	34	A
USGS	11335000	1917-07-30	29	A
USGS	11335000	1917-07-31	29	A
USGS	11335000	1917-08-01	27	A
USGS	11335000	1917-08-02	22	A
USGS	11335000	1917-08-03	20	A
USGS	11335000	1917-08-04	20	A
USGS	11335000	1917-08-05	20	A
USGS	11335000	1917-08-06	20	A
USGS	11335000	1917-08-07	20	A
USGS	11335000	1917-08-08	17	A
USGS	11335000	1917-08-09	14	A
USGS	11335000	1917-08-10	14	A
USGS	11335000	1917-08-11	14	A
USGS	11335000	1917-08-12	14	A
USGS	11335000	1917-08-13	14	A
USGS	11335000	1917-08-14	14	A
USGS	11335000	1917-08-15	14	A
USGS	11335000	1917-08-16	13	A
USGS	11335000	1917-08-17	12	A
USGS	11335000	1917-08-18	10	A
USGS	11335000	1917-08-19	9.2	A
USGS	11335000	1917-08-20	9.2	A
USGS	11335000	1917-08-21	9.2	A
USGS	11335000	1917-08-22	9.2	A
USGS	11335000	1917-08-23	9.2	A
USGS	11335000	1917-08-24	6.0	A
USGS	11335000	1917-08-25	6.0	A
USGS	11335000	1917-08-26	6.0	A
USGS	11335000	1917-08-27	6.0	A
USGS	11335000	1917-08-28	6.0	A
USGS	11335000	1917-08-29	6.0	A
USGS	11335000	1917-08-30	6.0	A
USGS	11335000	1917-08-31	6.0	A
USGS	11335000	1917-09-01	6.0	A
USGS	11335000	1917-09-02	6.0	A
USGS	11335000	1917-09-03	6.0	A
USGS	11335000	1917-09-04	6.0	A
USGS	11335000	1917-09-05	6.0	A
USGS	11335000	1917-09-06	6.0	A
USGS	11335000	1917-09-07	6.0	A
USGS	11335000	1917-09-08	6.0	A
USGS	11335000	1917-09-09	6.0	A
USGS	11335000	1917-09-10	6.0	A
USGS	11335000	1917-09-11	6.0	A
USGS	11335000	1917-09-12	6.0	A
USGS	11335000	1917-09-13	6.0	A
USGS	11335000	1917-09-14	6.0	A
USGS	11335000	1917-09-15	6.0	A
USGS	11335000	1917-09-16	6.0	A
USGS	11335000	1917-09-17	6.0	A
USGS	11335000	1917-09-18	6.0	A
USGS	11335000	1917-09-19	6.0	A
USGS	11335000	1917-09-20	6.0	A
USGS	11335000	1917-09-21	6.0	A
USGS	11335000	1917-09-22	6.0	A
USGS	11335000	1917-09-23	6.0	A
USGS	11335000	1917-09-24	6.0	A
USGS	11335000	1917-09-25	6.0	A
USGS	11335000	1917-09-26	10	A
USGS	11335000	1917-09-27	12	A
USGS	11335000	1917-09-28	12	A
USGS	11335000	1917-09-29	8.6	A
USGS	11335000	1917-09-30	7.6	A
USGS	11335000	1917-10-01	7.5	A
USGS	11335000	1917-10-02	7.5	A
USGS	11335000	1917-10-03	7.5	A
USGS	11335000	1917-10-04	7.5	A
USGS	11335000	1917-10-05	7.5	A
USGS	11335000	1917-10-06	7.5	A
USGS	11335000	1917-10-07	7.5	A
USGS	11335000	1917-10-08	7.5	A
USGS	11335000	1917-10-09	6.5	A
USGS	11335000	1917-10-10	6.0	A
USGS	11335000	1917-10-11	6.0	A
USGS	11335000	1917-10-12	6.0	A
USGS	11335000	1917-10-13	6.0	A
USGS	11335000	1917-10-14	6.0	A
USGS	11335000	1917-10-15	6.0	A
USGS	11335000	1917-10-16	6.0	A
USGS	11335000	1917-10-17	6.0	A
USGS	11335000	1917-10-18	6.0	A
USGS	11335000	1917-10-19	6.0	A
USGS	11335000	1917-10-20	6.0	A
USGS	11335000	1917-10-21	9.0	A
USGS	11335000	1917-10-22	9.0	A
USGS	11335000	1917-10-23	9.0	A
USGS	11335000	1917-10-24	7.5	A
USGS	11335000	1917-10-25	7.5	A
USGS	11335000	1917-10-26	7.5	A
USGS	11335000	1917-10-27	7.5	A
USGS	11335000	1917-10-28	7.5	A
USGS	11335000	1917-10-29	7.5	A
USGS	11335000	1917-10-30	7.5	A
USGS	11335000	1917-10-31	7.5	A
USGS	11335000	1917-11-01	7.5	A
USGS	11335000	1917-11-02	7.5	A
USGS	11335000	1917-11-03	8.5	A
USGS	11335000	1917-11-04	9.0	A
USGS	11335000	1917-11-05	9.0	A
USGS	11335000	1917-11-06	14	A
USGS	11335000	1917-11-07	39	A
USGS	11335000	1917-11-08	45	A
USGS	11335000	1917-11-09	29	A
USGS	11335000	1917-11-10	29	A
USGS	11335000	1917-11-11	28	A
USGS	11335000	1917-11-12	29	A
USGS	11335000	1917-11-13	37	A
USGS	11335000	1917-11-14	34	A
USGS	11335000	1917-11-15	29	A
USGS	11335000	1917-11-16	29	A
USGS	11335000	1917-11-17	29	A
USGS	11335000	1917-11-18	29	A
USGS	11335000	1917-11-19	29	A
USGS	11335000	1917-11-20	29	A
USGS	11335000	1917-11-21	29	A
USGS	11335000	1917-11-22	29	A
USGS	11335000	1917-11-23	29	A
USGS	11335000	1917-11-24	29	A
USGS	11335000	1917-11-25	29	A
USGS	11335000	1917-11-26	29	A
USGS	11335000	1917-11-27	29	A
USGS	11335000	1917-11-28	29	A
USGS	11335000	1917-11-29	29	A
USGS	11335000	1917-11-30	51	A
USGS	11335000	1917-12-01	160	A
USGS	11335000	1917-12-02	120	A
USGS	11335000	1917-12-03	98	A
USGS	11335000	1917-12-04	64	A
USGS	11335000	1917-12-05	51	A
USGS	11335000	1917-12-06	44	A
USGS	11335000	1917-12-07	39	A
USGS	11335000	1917-12-08	39	A
USGS	11335000	1917-12-09	37	A
USGS	11335000	1917-12-10	37	A
USGS	11335000	1917-12-11	35	A
USGS	11335000	1917-12-12	34	A
USGS	11335000	1917-12-13	34	A
USGS	11335000	1917-12-14	31	A
USGS	11335000	1917-12-15	29	A
USGS	11335000	1917-12-16	39	A
USGS	11335000	1917-12-17	39	A
USGS	11335000	1917-12-18	39	A
USGS	11335000	1917-12-19	49	A
USGS	11335000	1917-12-20	39	A
USGS	11335000	1917-12-21	39	A
USGS	11335000	1917-12-22	39	A
USGS	11335000	1917-12-23	39	A
USGS	11335000	1917-12-24	39	A
USGS	11335000	1917-12-25	39	A
USGS	11335000	1917-12-26	41	A
USGS	11335000	1917-12-27	58	A
USGS	11335000	1917-12-28	64	A
USGS	11335000	1917-12-29	58	A
USGS	11335000	1917-12-30	45	A
USGS	11335000	1917-12-31	39	A
USGS	11335000	1918-01-01	39	A
USGS	11335000	1918-01-02	39	A
USGS	11335000	1918-01-03	39	A
USGS	11335000	1918-01-04	39	A
USGS	11335000	1918-01-05	39	A
USGS	11335000	1918-01-06	39	A
USGS	11335000	1918-01-07	39	A
USGS	11335000	1918-01-08	39	A
USGS	11335000	1918-01-09	39	A
USGS	11335000	1918-01-10	39	A
USGS	11335000	1918-01-11	39	A
USGS	11335000	1918-01-12	39	A
USGS	11335000	1918-01-13	64	A
USGS	11335000	1918-01-14	89	A
USGS	11335000	1918-01-15	80	A
USGS	11335000	1918-01-16	64	A
USGS	11335000	1918-01-17	64	A
USGS	11335000	1918-01-18	59	A
USGS	11335000	1918-01-19	51	A
USGS	11335000	1918-01-20	51	A
USGS	11335000	1918-01-21	51	A
USGS	11335000	1918-01-22	49	A
USGS	11335000	1918-01-23	51	A
USGS	11335000	1918-01-24	51	A
USGS	11335000	1918-01-25	51	A
USGS	11335000	1918-01-26	51	A
USGS	11335000	1918-01-27	39	A
USGS	11335000	1918-01-28	39	A
USGS	11335000	1918-01-29	39	A
USGS	11335000	1918-01-30	39	A
USGS	11335000	1918-01-31	39	A
USGS	11335000	1918-02-01	39	A
USGS	11335000	1918-02-02	39	A
USGS	11335000	1918-02-03	39	A
USGS	11335000	1918-02-04	39	A
USGS	11335000	1918-02-05	39	A
USGS	11335000	1918-02-06	64	A
USGS	11335000	1918-02-07	460	A
USGS	11335000	1918-02-08	345	A
USGS	11335000	1918-02-09	192	A
USGS	11335000	1918-02-10	132	A
USGS	11335000	1918-02-11	102	A
USGS	11335000	1918-02-12	98	A
USGS	11335000	1918-02-13	109	A
USGS	11335000	1918-02-14	230	A
USGS	11335000	1918-02-15	246	A
USGS	11335000	1918-02-16	140	A
USGS	11335000	1918-02-17	595	A
USGS	11335000	1918-02-18	430	A
USGS	11335000	1918-02-19	210	A
USGS	11335000	1918-02-20	175	A
USGS	11335000	1918-02-21	295	A
USGS	11335000	1918-02-22	1860	A
USGS	11335000	1918-02-23	1410	A
USGS	11335000	1918-02-24	1550	A
USGS	11335000	1918-02-25	675	A
USGS	11335000	1918-02-26	430	A
USGS	11335000	1918-02-27	320	A
USGS	11335000	1918-02-28	230	A
USGS	11335000	1918-03-01	210	A
USGS	11335000	1918-03-02	210	A
USGS	11335000	1918-03-03	192	A
USGS	11335000	1918-03-04	192	A
USGS	11335000	1918-03-05	210	A
USGS	11335000	1918-03-06	182	A
USGS	11335000	1918-03-07	2760	A
USGS	11335000	1918-03-08	1340	A
USGS	11335000	1918-03-09	760	A
USGS	11335000	1918-03-10	2280	A
USGS	11335000	1918-03-11	3700	A
USGS	11335000	1918-03-12	10800	A
USGS	11335000	1918-03-13	2760	A
USGS	11335000	1918-03-14	1410	A
USGS	11335000	1918-03-15	1050	A
USGS	11335000	1918-03-16	805	A
USGS	11335000	1918-03-17	675	A
USGS	11335000	1918-03-18	850	A
USGS	11335000	1918-03-19	7530	A
USGS	11335000	1918-03-20	2760	A
USGS	11335000	1918-03-21	1620	A
USGS	11335000	1918-03-22	1340	A
USGS	11335000	1918-03-23	1160	A
USGS	11335000	1918-03-24	1050	A
USGS	11335000	1918-03-25	1000	A
USGS	11335000	1918-03-26	1000	A
USGS	11335000	1918-03-27	2190	A
USGS	11335000	1918-03-28	1480	A
USGS	11335000	1918-03-29	1220	A
USGS	11335000	1918-03-30	1160	A
USGS	11335000	1918-03-31	1160	A
USGS	11335000	1918-04-01	1160	A
USGS	11335000	1918-04-02	1160	A
USGS	11335000	1918-04-03	1000	A
USGS	11335000	1918-04-04	805	A
USGS	11335000	1918-04-05	760	A
USGS	11335000	1918-04-06	760	A
USGS	11335000	1918-04-07	805	A
USGS	11335000	1918-04-08	760	A
USGS	11335000	1918-04-09	950	A
USGS	11335000	1918-04-10	1340	A
USGS	11335000	1918-04-11	1160	A
USGS	11335000	1918-04-12	1160	A
USGS	11335000	1918-04-13	1050	A
USGS	11335000	1918-04-14	1050	A
USGS	11335000	1918-04-15	850	A
USGS	11335000	1918-04-16	850	A
USGS	11335000	1918-04-17	850	A
USGS	11335000	1918-04-18	850	A
USGS	11335000	1918-04-19	850	A
USGS	11335000	1918-04-20	850	A
USGS	11335000	1918-04-21	950	A
USGS	11335000	1918-04-22	850	A
USGS	11335000	1918-04-23	850	A
USGS	11335000	1918-04-24	850	A
USGS	11335000	1918-04-25	850	A
USGS	11335000	1918-04-26	718	A
USGS	11335000	1918-04-27	675	A
USGS	11335000	1918-04-28	675	A
USGS	11335000	1918-04-29	675	A
USGS	11335000	1918-04-30	718	A
USGS	11335000	1918-05-01	675	A
USGS	11335000	1918-05-02	675	A
USGS	11335000	1918-05-03	675	A
USGS	11335000	1918-05-04	635	A
USGS	11335000	1918-05-05	635	A
USGS	11335000	1918-05-06	595	A
USGS	11335000	1918-05-07	595	A
USGS	11335000	1918-05-08	525	A
USGS	11335000	1918-05-09	560	A
USGS	11335000	1918-05-10	460	A
USGS	11335000	1918-05-11	400	A
USGS	11335000	1918-05-12	400	A
USGS	11335000	1918-05-13	400	A
USGS	11335000	1918-05-14	400	A
USGS	11335000	1918-05-15	400	A
USGS	11335000	1918-05-16	372	A
USGS	11335000	1918-05-17	345	A
USGS	11335000	1918-05-18	345	A
USGS	11335000	1918-05-19	335	A
USGS	11335000	1918-05-20	295	A
USGS	11335000	1918-05-21	295	A
USGS	11335000	1918-05-22	295	A
USGS	11335000	1918-05-23	295	A
USGS	11335000	1918-05-24	250	A
USGS	11335000	1918-05-25	250	A
USGS	11335000	1918-05-26	250	A
USGS	11335000	1918-05-27	250	A
USGS	11335000	1918-05-28	250	A
USGS	11335000	1918-05-29	234	A
USGS	11335000	1918-05-30	210	A
USGS	11335000	1918-05-31	210	A
USGS	11335000	1918-06-01	210	A
USGS	11335000	1918-06-02	192	A
USGS	11335000	1918-06-03	203	A
USGS	11335000	1918-06-04	182	A
USGS	11335000	1918-06-05	175	A
USGS	11335000	1918-06-06	175	A
USGS	11335000	1918-06-07	175	A
USGS	11335000	1918-06-08	157	A
USGS	11335000	1918-06-09	145	A
USGS	11335000	1918-06-10	120	A
USGS	11335000	1918-06-11	120	A
USGS	11335000	1918-06-12	120	A
USGS	11335000	1918-06-13	120	A
USGS	11335000	1918-06-14	98	A
USGS	11335000	1918-06-15	87	A
USGS	11335000	1918-06-16	80	A
USGS	11335000	1918-06-17	80	A
USGS	11335000	1918-06-18	80	A
USGS	11335000	1918-06-19	67	A
USGS	11335000	1918-06-20	64	A
USGS	11335000	1918-06-21	58	A
USGS	11335000	1918-06-22	58	A
USGS	11335000	1918-06-23	51	A
USGS	11335000	1918-06-24	51	A
USGS	11335000	1918-06-25	51	A
USGS	11335000	1918-06-26	39	A
USGS	11335000	1918-06-27	29	A
USGS	11335000	1918-06-28	29	A
USGS	11335000	1918-06-29	22	A
USGS	11335000	1918-06-30	20	A
USGS	11335000	1918-07-01	20	A
USGS	11335000	1918-07-02	20	A
USGS	11335000	1918-07-03	20	A
USGS	11335000	1918-07-04	14	A
USGS	11335000	1918-07-05	12	A
USGS	11335000	1918-07-06	12	A
USGS	11335000	1918-07-07	12	A
USGS	11335000	1918-07-08	12	A
USGS	11335000	1918-07-09	12	A
USGS	11335000	1918-07-10	9.0	A
USGS	11335000	1918-07-11	9.0	A
USGS	11335000	1918-07-12	9.0	A
USGS	11335000	1918-07-13	9.0	A
USGS	11335000	1918-07-14	6.0	A
USGS	11335000	1918-07-15	6.0	A
USGS	11335000	1918-07-16	6.0	A
USGS	11335000	1918-07-17	6.0	A
USGS	11335000	1918-07-18	6.0	A
USGS	11335000	1918-07-19	6.0	A
USGS	11335000	1918-07-20	6.0	A
USGS	11335000	1918-07-21	6.0	A
USGS	11335000	1918-07-22	4.6	A
USGS	11335000	1918-07-23	3.3	A
USGS	11335000	1918-07-24	3.3	A
USGS	11335000	1918-07-25	3.3	A
USGS	11335000	1918-07-26	3.3	A
USGS	11335000	1918-07-27	3.3	A
USGS	11335000	1918-07-28	3.3	A
USGS	11335000	1918-07-29	3.0	A
USGS	11335000	1918-07-30	2.5	A
USGS	11335000	1918-07-31	2.5	A
USGS	11335000	1918-08-01	2.5	A
USGS	11335000	1918-08-02	2.5	A
USGS	11335000	1918-08-03	2.0	A
USGS	11335000	1918-08-04	2.0	A
USGS	11335000	1918-08-05	1.7	A
USGS	11335000	1918-08-06	1.7	A
USGS	11335000	1918-08-07	1.7	A
USGS	11335000	1918-08-08	1.7	A
USGS	11335000	1918-08-09	1.7	A
USGS	11335000	1918-08-10	1.7	A
USGS	11335000	1918-08-11	1.7	A
USGS	11335000	1918-08-12	1.7	A
USGS	11335000	1918-08-13	1.7	A
USGS	11335000	1918-08-14	1.7	A
USGS	11335000	1918-08-15	1.5	A
USGS	11335000	1918-08-16	1.5	A
USGS	11335000	1918-08-17	1.1	A
USGS	11335000	1918-08-18	1.1	A
USGS	11335000	1918-08-19	1.1	A
USGS	11335000	1918-08-20	1.1	A
USGS	11335000	1918-08-21	1.1	A
USGS	11335000	1918-08-22	1.5	A
USGS	11335000	1918-08-23	1.5	A
USGS	11335000	1918-08-24	1.7	A
USGS	11335000	1918-08-25	1.7	A
USGS	11335000	1918-08-26	1.5	A
USGS	11335000	1918-08-27	1.5	A
USGS	11335000	1918-08-28	1.2	A
USGS	11335000	1918-08-29	0.50	A
USGS	11335000	1918-08-30	0.50	A
USGS	11335000	1918-08-31	0.50	A
USGS	11335000	1918-09-01	0.20	A
USGS	11335000	1918-09-02	0.20	A
USGS	11335000	1918-09-03	0.10	A
USGS	11335000	1918-09-04	0.00	A
USGS	11335000	1918-09-05	0.00	A
USGS	11335000	1918-09-06	0.00	A
USGS	11335000	1918-09-07	0.00	A
USGS	11335000	1918-09-08	0.00	A
USGS	11335000	1918-09-09	0.00	A
USGS	11335000	1918-09-10	0.00	A
USGS	11335000	1918-09-11	0.00	A
USGS	11335000	1918-09-12	0.20	A
USGS	11335000	1918-09-13	10	A
USGS	11335000	1918-09-14	157	A
USGS	11335000	1918-09-15	175	A
USGS	11335000	1918-09-16	61	A
USGS	11335000	1918-09-17	45	A
USGS	11335000	1918-09-18	31	A
USGS	11335000	1918-09-19	24	A
USGS	11335000	1918-09-20	20	A
USGS	11335000	1918-09-21	20	A
USGS	11335000	1918-09-22	15	A
USGS	11335000	1918-09-23	14	A
USGS	11335000	1918-09-24	17	A
USGS	11335000	1918-09-25	20	A
USGS	11335000	1918-09-26	20	A
USGS	11335000	1918-09-27	20	A
USGS	11335000	1918-09-28	20	A
USGS	11335000	1918-09-29	24	A
USGS	11335000	1918-09-30	29	A
USGS	11335000	1918-10-01	29	A
USGS	11335000	1918-10-02	39	A
USGS	11335000	1918-10-03	39	A
USGS	11335000	1918-10-04	39	A
USGS	11335000	1918-10-05	45	A
USGS	11335000	1918-10-06	45	A
USGS	11335000	1918-10-07	39	A
USGS	11335000	1918-10-08	39	A
USGS	11335000	1918-10-09	39	A
USGS	11335000	1918-10-10	29	A
USGS	11335000	1918-10-11	29	A
USGS	11335000	1918-10-12	29	A
USGS	11335000	1918-10-13	20	A
USGS	11335000	1918-10-14	20	A
USGS	11335000	1918-10-15	20	A
USGS	11335000	1918-10-16	29	A
USGS	11335000	1918-10-17	72	A
USGS	11335000	1918-10-18	39	A
USGS	11335000	1918-10-19	39	A
USGS	11335000	1918-10-20	39	A
USGS	11335000	1918-10-21	29	A
USGS	11335000	1918-10-22	29	A
USGS	11335000	1918-10-23	29	A
USGS	11335000	1918-10-24	25	A
USGS	11335000	1918-10-25	25	A
USGS	11335000	1918-10-26	25	A
USGS	11335000	1918-10-27	25	A
USGS	11335000	1918-10-28	22	A
USGS	11335000	1918-10-29	22	A
USGS	11335000	1918-10-30	25	A
USGS	11335000	1918-10-31	29	A
USGS	11335000	1918-11-01	31	A
USGS	11335000	1918-11-02	39	A
USGS	11335000	1918-11-03	41	A
USGS	11335000	1918-11-04	51	A
USGS	11335000	1918-11-05	120	A
USGS	11335000	1918-11-06	89	A
USGS	11335000	1918-11-07	61	A
USGS	11335000	1918-11-08	51	A
USGS	11335000	1918-11-09	39	A
USGS	11335000	1918-11-10	39	A
USGS	11335000	1918-11-11	39	A
USGS	11335000	1918-11-12	39	A
USGS	11335000	1918-11-13	39	A
USGS	11335000	1918-11-14	39	A
USGS	11335000	1918-11-15	58	A
USGS	11335000	1918-11-16	120	A
USGS	11335000	1918-11-17	89	A
USGS	11335000	1918-11-18	64	A
USGS	11335000	1918-11-19	64	A
USGS	11335000	1918-11-20	64	A
USGS	11335000	1918-11-21	64	A
USGS	11335000	1918-11-22	58	A
USGS	11335000	1918-11-23	59	A
USGS	11335000	1918-11-24	140	A
USGS	11335000	1918-11-25	151	A
USGS	11335000	1918-11-26	109	A
USGS	11335000	1918-11-27	80	A
USGS	11335000	1918-11-28	74	A
USGS	11335000	1918-11-29	64	A
USGS	11335000	1918-11-30	63	A
USGS	11335000	1918-12-01	63	A
USGS	11335000	1918-12-02	58	A
USGS	11335000	1918-12-03	58	A
USGS	11335000	1918-12-04	51	A
USGS	11335000	1918-12-05	51	A
USGS	11335000	1918-12-06	51	A
USGS	11335000	1918-12-07	58	A
USGS	11335000	1918-12-08	72	A
USGS	11335000	1918-12-09	175	A
USGS	11335000	1918-12-10	132	A
USGS	11335000	1918-12-11	98	A
USGS	11335000	1918-12-12	80	A
USGS	11335000	1918-12-13	80	A
USGS	11335000	1918-12-14	64	A
USGS	11335000	1918-12-15	64	A
USGS	11335000	1918-12-16	64	A
USGS	11335000	1918-12-17	64	A
USGS	11335000	1918-12-18	64	A
USGS	11335000	1918-12-19	64	A
USGS	11335000	1918-12-20	64	A
USGS	11335000	1918-12-21	80	A
USGS	11335000	1918-12-22	64	A
USGS	11335000	1918-12-23	64	A
USGS	11335000	1918-12-24	64	A
USGS	11335000	1918-12-25	61	A
USGS	11335000	1918-12-26	51	A
USGS	11335000	1918-12-27	51	A
USGS	11335000	1918-12-28	64	A
USGS	11335000	1918-12-29	64	A
USGS	11335000	1918-12-30	64	A
USGS	11335000	1918-12-31	45	A
USGS	11335000	1919-01-01	29	A
USGS	11335000	1919-01-02	29	A
USGS	11335000	1919-01-03	29	A
USGS	11335000	1919-01-04	45	A
USGS	11335000	1919-01-05	64	A
USGS	11335000	1919-01-06	61	A
USGS	11335000	1919-01-07	51	A
USGS	11335000	1919-01-08	51	A
USGS	11335000	1919-01-09	51	A
USGS	11335000	1919-01-10	64	A
USGS	11335000	1919-01-11	64	A
USGS	11335000	1919-01-12	80	A
USGS	11335000	1919-01-13	64	A
USGS	11335000	1919-01-14	51	A
USGS	11335000	1919-01-15	51	A
USGS	11335000	1919-01-16	51	A
USGS	11335000	1919-01-17	51	A
USGS	11335000	1919-01-18	64	A
USGS	11335000	1919-01-19	64	A
USGS	11335000	1919-01-20	1050	A
USGS	11335000	1919-01-21	460	A
USGS	11335000	1919-01-22	230	A
USGS	11335000	1919-01-23	192	A
USGS	11335000	1919-01-24	175	A
USGS	11335000	1919-01-25	145	A
USGS	11335000	1919-01-26	120	A
USGS	11335000	1919-01-27	109	A
USGS	11335000	1919-01-28	98	A
USGS	11335000	1919-01-29	98	A
USGS	11335000	1919-01-30	80	A
USGS	11335000	1919-01-31	80	A
USGS	11335000	1919-02-01	80	A
USGS	11335000	1919-02-02	80	A
USGS	11335000	1919-02-03	80	A
USGS	11335000	1919-02-04	80	A
USGS	11335000	1919-02-05	80	A
USGS	11335000	1919-02-06	80	A
USGS	11335000	1919-02-07	320	A
USGS	11335000	1919-02-08	372	A
USGS	11335000	1919-02-09	1780	A
USGS	11335000	1919-02-10	6550	A
USGS	11335000	1919-02-11	13100	A
USGS	11335000	1919-02-12	2560	A
USGS	11335000	1919-02-13	1280	A
USGS	11335000	1919-02-14	1000	A
USGS	11335000	1919-02-15	760	A
USGS	11335000	1919-02-16	595	A
USGS	11335000	1919-02-17	675	A
USGS	11335000	1919-02-18	635	A
USGS	11335000	1919-02-19	560	A
USGS	11335000	1919-02-20	560	A
USGS	11335000	1919-02-21	460	A
USGS	11335000	1919-02-22	1050	A
USGS	11335000	1919-02-23	950	A
USGS	11335000	1919-02-24	718	A
USGS	11335000	1919-02-25	595	A
USGS	11335000	1919-02-26	4750	A
USGS	11335000	1919-02-27	1860	A
USGS	11335000	1919-02-28	1480	A
USGS	11335000	1919-03-01	1100	A
USGS	11335000	1919-03-02	1100	A
USGS	11335000	1919-03-03	1940	A
USGS	11335000	1919-03-04	1160	A
USGS	11335000	1919-03-05	900	A
USGS	11335000	1919-03-06	950	A
USGS	11335000	1919-03-07	1340	A
USGS	11335000	1919-03-08	1000	A
USGS	11335000	1919-03-09	805	A
USGS	11335000	1919-03-10	675	A
USGS	11335000	1919-03-11	595	A
USGS	11335000	1919-03-12	595	A
USGS	11335000	1919-03-13	1550	A
USGS	11335000	1919-03-14	2100	A
USGS	11335000	1919-03-15	1160	A
USGS	11335000	1919-03-16	1000	A
USGS	11335000	1919-03-17	850	A
USGS	11335000	1919-03-18	850	A
USGS	11335000	1919-03-19	900	A
USGS	11335000	1919-03-20	760	A
USGS	11335000	1919-03-21	675	A
USGS	11335000	1919-03-22	675	A
USGS	11335000	1919-03-23	675	A
USGS	11335000	1919-03-24	675	A
USGS	11335000	1919-03-25	760	A
USGS	11335000	1919-03-26	900	A
USGS	11335000	1919-03-27	950	A
USGS	11335000	1919-03-28	1000	A
USGS	11335000	1919-03-29	1050	A
USGS	11335000	1919-03-30	1160	A
USGS	11335000	1919-03-31	1280	A
USGS	11335000	1919-04-01	1280	A
USGS	11335000	1919-04-02	1280	A
USGS	11335000	1919-04-03	1410	A
USGS	11335000	1919-04-04	1480	A
USGS	11335000	1919-04-05	1550	A
USGS	11335000	1919-04-06	1410	A
USGS	11335000	1919-04-07	1100	A
USGS	11335000	1919-04-08	950	A
USGS	11335000	1919-04-09	900	A
USGS	11335000	1919-04-10	850	A
USGS	11335000	1919-04-11	850	A
USGS	11335000	1919-04-12	850	A
USGS	11335000	1919-04-13	850	A
USGS	11335000	1919-04-14	850	A
USGS	11335000	1919-04-15	805	A
USGS	11335000	1919-04-16	850	A
USGS	11335000	1919-04-17	900	A
USGS	11335000	1919-04-18	950	A
USGS	11335000	1919-04-19	1050	A
USGS	11335000	1919-04-20	1000	A
USGS	11335000	1919-04-21	950	A
USGS	11335000	1919-04-22	850	A
USGS	11335000	1919-04-23	850	A
USGS	11335000	1919-04-24	1050	A
USGS	11335000	1919-04-25	950	A
USGS	11335000	1919-04-26	850	A
USGS	11335000	1919-04-27	850	A
USGS	11335000	1919-04-28	850	A
USGS	11335000	1919-04-29	950	A
USGS	11335000	1919-04-30	950	A
USGS	11335000	1919-05-01	950	A
USGS	11335000	1919-05-02	850	A
USGS	11335000	1919-05-03	850	A
USGS	11335000	1919-05-04	850	A
USGS	11335000	1919-05-05	760	A
USGS	11335000	1919-05-06	760	A
USGS	11335000	1919-05-07	675	A
USGS	11335000	1919-05-08	595	A
USGS	11335000	1919-05-09	595	A
USGS	11335000	1919-05-10	525	A
USGS	11335000	1919-05-11	492	A
USGS	11335000	1919-05-12	460	A
USGS	11335000	1919-05-13	460	A
USGS	11335000	1919-05-14	460	A
USGS	11335000	1919-05-15	400	A
USGS	11335000	1919-05-16	400	A
